x,y
-0.0002584988544,7.5e-05
-0.0002152334344,7.5e-05
-0.0001766917717,7.5e-05
-0.0001432975137,7.5e-05
-0.0001023980046,7.5e-05
-5.551735866e-05,7.5e-05
-2.593681635e-05,7.5e-05
2.385474102e-05,7.5e-05
6.356483315e-05,7.5e-05
9.961521943e-05,7.5e-05
0.0001376363891,7.5e-05
